N,P,K,temperature,humidity,ph,rainfall,crop_yield,label
85.66,46.47,37.11,27.64,57.76,6.14,86.6,2.95,wheat
101.03,11.36,52.85,31.47,78.35,6.41,24.77,23.5,watermelon
26.26,48.29,23.22,28.16,77.24,6.44,55.72,0.83,mungbean
89.23,45.37,35.8,25.31,80.28,6.77,111.79,1.97,jute
18.99,13.5,34.56,22.12,92.81,6.36,125.6,6.24,pomegranate
12.29,144.75,193.88,21.49,91.2,6.2,109.41,14.69,apple
42.13,50.34,40.57,34.06,93.55,6.49,145.13,26.11,papaya
31.21,81.37,14.73,27.66,60.11,7.64,77.29,0.56,blackgram
57.48,58.55,40.42,25.35,66.71,6.94,88.55,3.42,wheat
25.1,50.39,15.17,26.92,50.67,6.36,43.82,0.67,mothbeans
111.82,42.02,15.36,26.44,76.97,6.66,84.8,1.77,cotton
123.32,55.73,21.44,24.04,80.55,6.94,63.11,1.43,cotton
104.22,24.09,32.46,23.82,61.75,6.72,114.97,1.21,coffee
16.03,48.09,20.42,25.86,57.78,7.5,51.83,1.0,mothbeans
43.73,79.17,71.41,21.49,19.8,7.13,102.03,1.47,chickpea
75.77,59.92,12.0,18.51,64.48,5.71,67.36,7.16,maize
20.49,40.26,23.75,29.31,57.86,6.8,46.0,0.59,mothbeans
73.61,65.87,36.29,24.35,79.04,6.66,155.46,2.57,jute
17.1,69.36,16.21,23.38,63.31,6.71,58.29,1.39,lentil
35.13,58.94,20.27,25.41,63.56,7.17,64.95,0.47,blackgram
39.46,58.4,15.09,30.71,66.24,7.1,82.18,0.77,blackgram
80.98,38.82,42.2,24.0,89.26,6.79,264.6,3.89,rice
27.72,133.95,224.98,22.64,85.12,6.34,68.54,13.95,grapes
41.89,59.49,17.08,28.59,73.03,6.48,87.09,0.56,blackgram
19.25,55.12,22.04,26.69,64.13,7.31,44.1,1.47,lentil
50.77,78.55,20.46,29.06,69.36,7.32,64.36,0.76,blackgram
19.69,41.01,22.08,30.33,85.88,7.08,59.83,0.58,mungbean
14.62,28.68,27.71,34.14,53.87,6.05,92.47,5.84,mango
103.05,91.18,52.73,24.4,67.4,5.94,100.72,25.12,banana
79.87,36.54,48.58,20.56,83.04,5.91,160.15,4.66,rice
79.25,36.38,38.24,21.1,83.09,7.07,165.4,2.43,jute
5.45,17.45,34.29,21.12,81.87,6.42,101.7,10.25,pomegranate
111.6,22.45,45.31,28.15,92.92,6.49,25.12,15.57,muskmelon
76.51,25.47,35.92,28.58,80.06,6.61,175.42,2.68,jute
66.11,61.14,15.5,22.92,63.36,6.38,61.84,5.34,maize
81.91,40.76,37.52,23.58,80.19,6.48,149.3,2.74,jute
12.56,38.04,23.35,29.21,51.04,6.49,41.73,0.83,mothbeans
26.88,69.51,23.44,22.93,16.67,5.69,97.03,1.03,kidneybeans
15.07,15.04,50.6,22.96,78.07,6.23,73.76,6.57,pomegranate
12.01,20.91,43.47,24.17,86.05,6.61,104.33,9.79,pomegranate
101.49,30.32,30.95,24.27,62.24,6.73,141.63,1.06,coffee
47.98,76.02,13.35,27.35,70.96,7.06,35.7,0.49,blackgram
22.6,35.74,17.79,28.22,61.52,6.47,61.76,1.18,mothbeans
26.05,13.33,8.64,26.62,88.48,7.22,121.24,15.17,orange
39.81,65.61,80.8,17.26,16.61,7.45,78.45,1.32,chickpea
31.13,118.38,225.38,22.48,82.18,5.77,58.43,10.74,grapes
103.43,59.81,21.9,23.47,78.98,7.05,94.6,1.57,cotton
31.32,60.4,102.59,20.49,12.95,6.8,92.23,1.96,chickpea
63.99,49.56,29.85,23.32,64.9,6.97,83.36,3.88,wheat
98.29,81.47,36.33,27.78,79.55,6.38,86.21,20.96,banana
22.71,22.96,37.79,33.98,43.28,5.88,74.06,7.31,mango
22.73,49.63,19.96,27.32,47.61,6.09,157.44,1.59,pigeonpeas
15.39,16.38,10.9,18.04,91.31,7.17,106.74,12.1,orange
24.59,147.51,212.25,21.68,86.39,6.4,108.25,9.05,apple
64.06,40.2,42.04,23.09,79.75,6.69,167.97,4.39,rice
130.05,45.12,26.67,27.06,83.23,6.75,70.82,1.56,cotton
33.52,45.15,25.52,30.88,87.09,6.45,24.65,0.94,mungbean
41.13,61.53,59.38,31.57,87.28,6.75,111.61,17.36,papaya
34.24,59.61,12.73,28.57,66.93,7.31,72.61,0.6,blackgram
22.13,124.53,180.02,25.62,84.77,5.61,81.45,14.31,grapes
116.83,85.14,41.3,26.75,74.41,6.09,77.97,28.5,banana
102.25,86.85,61.29,26.38,77.13,6.16,115.19,29.06,banana
21.61,66.91,15.93,21.65,20.68,5.71,90.37,1.89,kidneybeans
20.13,13.1,31.79,27.67,96.41,5.99,160.83,52.39,coconut
20.78,76.33,23.46,23.59,63.55,7.03,54.16,1.42,lentil
35.68,38.41,17.86,28.83,56.0,7.09,70.08,1.0,mothbeans
58.25,62.06,66.72,14.24,19.14,6.64,79.42,1.93,chickpea
25.7,63.9,14.51,29.84,48.43,5.77,173.7,0.89,pigeonpeas
110.55,34.28,25.33,23.22,56.62,6.47,161.03,1.44,coffee
31.89,67.69,71.6,18.51,14.31,7.08,70.06,2.0,chickpea
73.2,46.86,44.34,21.57,91.33,6.64,164.26,5.03,rice
19.13,43.0,19.15,31.27,52.08,6.79,47.18,1.12,mothbeans
81.14,50.3,54.69,20.52,92.67,5.91,195.45,4.97,rice
53.36,66.1,51.69,31.75,90.25,6.71,151.24,19.41,papaya
15.63,79.44,13.43,20.52,70.53,6.22,43.96,1.92,lentil
84.29,44.5,48.57,24.48,78.49,6.9,171.69,2.54,jute
48.72,85.92,11.81,28.55,53.11,7.16,74.48,0.69,blackgram
26.42,47.59,8.07,26.01,54.49,5.23,88.85,1.37,pigeonpeas
15.59,61.3,25.93,22.87,19.29,5.71,91.43,1.85,kidneybeans
14.96,72.31,24.3,22.89,70.19,7.13,63.28,1.21,lentil
51.88,62.32,30.94,32.28,91.81,7.08,146.19,13.41,papaya
40.76,60.17,54.74,34.89,91.71,6.63,156.29,21.07,papaya
14.72,68.01,15.08,25.41,46.88,5.29,129.52,1.41,pigeonpeas
20.9,44.82,15.82,30.19,90.34,6.55,54.76,0.5,mungbean
18.53,14.4,5.46,19.39,98.42,6.86,110.44,7.87,orange
96.7,29.58,22.46,26.97,54.08,7.04,129.27,1.81,coffee
20.14,22.84,31.1,23.13,100.0,6.26,147.9,7.61,pomegranate
112.52,91.09,50.82,26.1,75.14,5.89,116.4,28.38,banana
77.45,50.28,22.61,22.94,67.78,6.23,67.04,5.35,maize
52.96,52.34,46.8,38.67,89.97,6.46,174.27,15.8,papaya
91.03,15.17,52.79,27.68,87.54,6.83,35.75,20.13,watermelon
19.07,19.56,42.64,26.28,98.01,5.68,173.19,55.3,coconut
82.99,76.12,48.44,28.33,80.94,6.38,84.29,34.41,banana
19.54,38.34,17.98,28.17,90.55,6.64,36.91,0.81,mungbean
91.82,20.13,55.67,28.55,94.45,6.5,54.26,20.1,watermelon
25.05,60.24,12.5,19.82,19.74,5.86,119.24,1.48,kidneybeans
69.12,67.64,35.37,26.92,73.39,6.63,88.53,4.01,wheat
23.83,144.69,182.78,19.0,92.79,5.92,102.12,11.65,apple
17.06,65.43,21.05,22.81,72.47,6.85,52.18,1.59,lentil
22.33,128.03,186.61,23.52,90.88,5.88,118.6,10.53,apple
45.99,62.22,11.52,28.98,64.14,6.97,75.63,0.59,blackgram
17.11,13.96,15.78,24.21,97.13,5.91,215.33,70.45,coconut
18.07,124.26,184.88,23.17,76.56,5.89,59.41,11.35,grapes
18.88,43.37,11.02,27.34,56.66,6.42,62.48,1.0,mothbeans
53.03,60.23,52.55,36.56,98.12,7.1,146.03,22.22,papaya
30.8,50.6,20.41,28.07,41.08,7.02,53.34,0.99,mothbeans
91.55,36.05,34.95,27.67,58.62,6.88,128.16,1.8,coffee
127.99,45.01,12.96,21.02,79.24,7.24,96.93,1.83,cotton
24.36,59.27,19.6,26.4,43.97,5.81,138.25,1.4,pigeonpeas
17.56,75.59,22.48,31.15,54.9,6.04,121.24,1.43,pigeonpeas
19.74,18.32,12.01,20.11,87.05,6.73,107.77,13.37,orange
132.01,49.65,14.98,29.51,79.39,6.73,101.18,1.66,cotton
59.75,54.01,47.45,33.05,96.5,6.97,139.23,13.97,papaya
72.17,42.42,48.51,20.54,83.14,6.89,151.78,4.65,rice
63.49,43.13,38.76,23.27,67.61,6.63,79.63,4.27,wheat
26.97,152.06,218.56,26.16,86.39,6.5,99.91,12.54,grapes
15.53,21.48,22.55,31.44,55.81,6.14,64.89,7.51,mango
99.37,29.68,33.72,26.85,59.17,6.75,208.6,1.47,coffee
124.74,33.86,25.42,23.69,71.26,6.76,85.69,1.64,cotton
21.13,59.71,18.9,23.5,62.86,6.9,34.66,1.51,lentil
17.75,63.42,22.29,23.21,72.96,7.34,37.08,1.31,lentil
75.35,31.97,23.18,17.28,65.3,6.28,90.41,4.19,maize
82.21,51.66,39.41,19.12,63.14,7.13,108.27,3.97,wheat
110.62,79.41,50.11,28.82,88.06,6.12,103.34,36.89,banana
9.13,86.35,26.48,23.43,55.14,6.99,31.56,1.39,lentil
17.23,50.06,25.62,24.51,55.05,6.72,53.13,0.99,mothbeans
103.07,81.59,55.0,26.55,78.46,6.31,103.03,34.13,banana
18.19,50.83,6.88,33.1,55.66,6.84,63.82,1.37,mothbeans
76.63,56.39,42.27,18.11,67.0,6.6,72.07,3.49,wheat
46.49,57.81,85.55,21.08,13.63,6.92,100.26,1.88,chickpea
30.08,77.33,18.01,17.8,21.04,5.73,110.34,1.56,kidneybeans
26.76,126.12,216.34,23.76,70.29,6.19,63.91,13.34,grapes
58.3,55.14,13.94,23.19,65.07,5.91,63.89,6.19,maize
16.71,17.87,49.56,18.35,99.92,6.63,118.34,6.52,pomegranate
74.93,43.54,34.68,26.4,84.24,6.68,141.0,2.7,jute
20.11,18.03,44.71,21.36,88.24,7.04,108.12,9.74,pomegranate
19.04,18.09,18.28,29.16,49.01,6.59,112.36,6.77,mango
81.0,40.97,29.59,23.14,76.69,6.64,172.42,5.74,rice
82.68,23.49,28.32,24.6,55.25,6.78,126.51,1.61,coffee
16.64,68.79,11.29,25.91,43.54,5.74,168.89,1.39,pigeonpeas
26.96,40.45,25.46,26.9,46.32,7.02,64.91,1.42,mothbeans
122.73,44.27,16.32,23.57,89.18,6.77,64.38,1.98,cotton
87.84,34.88,40.44,27.42,82.97,6.4,158.75,2.27,jute
98.76,16.68,60.44,26.57,90.69,5.6,38.88,11.79,muskmelon
19.34,64.68,14.81,22.52,63.93,5.82,38.99,1.12,lentil
21.79,47.52,24.53,28.14,96.29,6.27,43.85,0.77,mungbean
97.01,47.51,16.46,16.46,55.98,5.72,74.01,6.01,maize
17.28,16.55,10.89,20.82,99.25,6.66,115.23,14.74,orange
122.12,30.61,33.63,27.71,54.75,7.17,145.45,1.34,coffee
22.95,145.24,182.75,24.08,100.0,6.13,128.81,10.34,apple
20.62,19.03,33.38,20.13,94.39,6.51,121.37,8.57,pomegranate
26.26,63.41,16.54,16.06,20.31,6.31,109.16,1.49,kidneybeans
21.86,72.63,28.26,23.16,59.51,6.79,60.36,0.93,lentil
87.27,25.48,35.56,23.31,54.34,6.86,148.73,2.17,coffee
20.8,35.77,19.33,29.04,61.37,6.62,36.18,1.06,mothbeans
64.79,53.89,39.84,25.43,75.89,6.26,199.07,2.52,jute
22.86,30.25,29.41,27.53,46.59,6.55,85.31,6.67,mango
90.67,87.39,48.02,23.15,88.94,5.77,134.91,36.39,banana
102.81,19.76,51.14,30.21,87.3,6.77,51.34,28.38,watermelon
120.45,44.01,18.22,23.35,74.68,6.75,75.4,1.8,cotton
96.29,16.71,50.42,28.25,94.79,6.25,32.55,16.34,muskmelon
115.88,30.81,34.24,25.73,62.12,6.54,145.71,1.9,coffee
22.68,131.21,217.98,23.03,79.89,6.41,71.81,10.12,grapes
102.89,32.7,32.1,30.49,54.42,6.88,196.72,1.95,coffee
18.27,138.82,201.45,19.06,94.3,5.57,131.78,8.66,apple
71.34,45.78,45.96,24.87,61.07,6.4,52.46,3.45,wheat
25.82,15.9,3.31,22.75,89.31,6.55,143.56,14.32,orange
14.01,58.53,24.52,23.23,64.68,7.04,56.84,1.23,lentil
105.34,28.66,31.46,25.43,61.52,7.06,114.46,1.24,coffee
39.72,60.17,25.45,29.11,75.24,6.61,60.65,0.7,blackgram
18.42,15.12,33.6,26.18,89.88,5.79,156.77,45.66,coconut
57.66,71.93,52.44,30.7,83.51,7.01,100.09,18.64,papaya
85.6,53.65,48.67,23.92,81.65,6.0,212.89,4.67,rice
61.83,41.78,40.94,27.07,88.61,7.13,150.87,3.07,jute
47.8,49.47,29.0,24.72,66.05,6.05,82.11,4.53,maize
65.54,58.63,52.06,20.43,62.9,6.72,59.83,2.74,wheat
100.71,12.43,40.52,30.21,90.35,6.5,51.85,23.76,watermelon
100.86,22.19,51.79,24.03,92.26,6.22,62.53,24.55,watermelon
18.84,158.41,186.42,24.36,96.28,5.9,95.7,8.46,apple
12.78,63.14,19.59,27.49,53.76,5.86,145.18,1.14,pigeonpeas
10.48,63.34,20.78,28.8,52.71,6.58,50.14,0.58,mothbeans
17.98,113.13,194.59,19.82,92.4,5.61,115.09,9.71,apple
21.42,59.1,15.77,22.5,22.34,5.69,98.73,0.89,kidneybeans
100.69,80.94,59.42,24.38,82.68,5.4,88.23,23.94,banana
16.7,134.27,210.26,21.89,90.05,5.96,126.94,7.79,apple
118.32,54.7,22.81,27.84,79.77,6.69,77.17,1.92,cotton
67.72,46.55,26.24,22.82,81.91,6.4,161.39,2.75,jute
15.07,64.73,25.97,21.79,15.88,5.81,75.33,1.51,kidneybeans
24.87,129.37,219.22,19.22,79.89,6.23,76.86,15.38,grapes
133.19,46.09,21.12,23.36,71.28,7.19,93.63,2.01,cotton
46.13,63.69,21.3,25.96,68.99,6.93,69.18,0.69,blackgram
98.69,27.89,25.65,26.82,67.9,6.86,160.11,1.75,coffee
23.82,60.09,18.89,28.14,53.96,7.52,31.01,1.04,mothbeans
18.27,12.49,15.06,26.82,92.72,6.77,139.51,9.66,orange
84.7,39.43,12.23,23.45,66.88,5.93,56.96,6.63,maize
24.49,138.6,199.1,20.73,94.01,6.46,133.4,11.07,apple
117.63,17.5,58.8,26.3,90.93,6.82,60.08,25.47,watermelon
23.56,17.46,29.39,25.28,93.59,6.2,164.96,63.93,coconut
35.07,68.12,57.77,29.18,92.68,6.43,138.46,18.62,papaya
14.1,43.51,18.71,27.86,56.45,6.59,49.26,0.9,mothbeans
52.8,46.13,26.21,22.56,73.32,6.39,161.28,2.26,jute
16.55,8.21,26.31,25.92,92.23,5.61,157.66,54.89,coconut
28.07,64.42,26.63,17.19,21.76,5.48,83.77,1.57,kidneybeans
52.78,59.81,55.58,25.74,92.56,6.39,174.07,19.41,papaya
27.3,15.17,10.39,21.51,80.43,7.01,116.04,12.46,orange
75.95,53.83,46.31,22.84,65.52,6.78,68.69,3.06,wheat
98.39,12.25,51.55,30.05,90.92,6.38,27.19,11.39,muskmelon
26.56,22.69,35.14,26.97,97.21,5.51,156.5,48.95,coconut
27.22,135.16,189.94,22.7,71.23,6.17,75.24,12.33,grapes
110.71,20.98,33.81,24.29,51.84,6.97,181.22,1.37,coffee
15.0,52.59,17.95,29.57,45.65,6.42,44.24,0.92,mothbeans
22.78,18.45,8.15,25.72,92.22,7.09,97.02,11.21,orange
54.74,57.1,37.14,29.67,62.18,6.86,103.13,4.2,wheat
112.58,77.73,41.79,26.08,79.52,5.78,100.68,31.67,banana
20.62,33.52,20.95,27.93,53.73,6.64,82.77,1.17,mothbeans
22.1,14.45,37.7,27.87,90.79,6.04,168.69,35.11,coconut
53.85,56.32,35.86,19.57,66.0,7.14,64.76,3.23,wheat
56.47,56.78,17.61,18.41,68.47,6.08,85.9,6.12,maize
15.92,35.36,21.51,26.91,95.34,6.71,40.98,0.57,mungbean
20.93,70.4,21.11,22.56,17.14,5.5,93.41,1.75,kidneybeans
65.48,27.61,29.91,24.28,68.93,6.93,65.5,3.18,wheat
80.99,41.99,17.87,24.45,65.57,5.77,83.79,4.83,maize
37.48,69.14,22.58,28.9,65.08,7.14,61.26,0.56,blackgram
92.32,11.42,49.68,30.07,83.45,6.74,58.44,23.58,watermelon
23.37,22.07,12.16,22.58,95.33,7.2,91.45,14.58,orange
21.25,135.7,170.71,21.25,88.59,5.7,124.99,8.28,apple
30.27,20.6,10.51,22.4,99.22,7.17,141.17,7.42,orange
78.61,35.72,17.98,22.84,56.87,7.0,83.12,1.49,coffee
85.06,83.45,46.07,25.75,71.16,5.91,103.94,33.27,banana
17.69,137.99,224.61,23.83,94.74,6.12,141.8,12.15,apple
15.25,17.08,16.79,20.99,89.83,7.17,98.82,16.01,orange
30.78,67.87,20.93,26.65,69.64,6.57,60.33,0.66,blackgram
98.76,20.47,51.28,28.18,91.43,5.87,40.5,12.18,muskmelon
21.75,47.78,22.18,29.69,54.96,6.94,36.18,0.91,mothbeans
75.31,49.34,38.29,22.07,83.21,5.93,148.25,4.05,rice
26.84,41.21,16.78,22.52,58.93,7.26,46.47,0.85,mothbeans
16.99,153.43,192.23,22.31,94.26,5.56,137.71,11.27,apple
22.58,32.33,26.13,29.4,59.48,6.15,99.0,6.42,mango
73.07,59.47,31.05,26.17,81.96,6.69,187.99,1.92,jute
95.85,19.82,51.88,28.11,99.79,6.5,19.48,14.74,muskmelon
59.85,62.62,53.59,37.67,97.51,6.45,160.83,17.34,papaya
98.69,77.38,55.58,26.3,74.22,6.28,129.33,30.78,banana
112.69,28.28,27.26,25.38,54.71,6.49,155.16,1.2,coffee
20.77,129.61,203.23,25.16,93.19,6.55,95.04,9.96,apple
17.53,19.52,25.74,24.56,95.37,5.85,144.91,61.37,coconut
19.71,55.66,19.35,26.3,49.21,6.51,49.28,1.15,mothbeans
11.16,46.83,21.47,28.5,51.37,6.84,67.15,0.98,mothbeans
18.89,18.59,32.39,26.68,50.7,6.27,112.71,8.64,mango
47.81,74.35,69.03,18.11,14.87,6.82,81.74,1.71,chickpea
26.2,31.36,18.16,28.43,48.41,7.32,45.65,0.89,mothbeans
87.37,16.35,46.28,29.85,90.86,6.53,37.21,18.87,watermelon
103.33,10.59,38.45,27.04,84.89,6.6,68.75,25.52,watermelon
16.79,69.59,13.41,28.04,86.9,7.1,52.6,0.7,mungbean
23.43,25.69,27.82,30.9,50.2,6.47,106.82,6.31,mango
13.4,8.27,6.61,26.79,95.61,7.06,106.37,13.26,orange
22.16,58.85,17.86,22.12,63.07,7.2,47.08,1.82,lentil
21.3,129.74,206.83,21.41,86.58,6.46,55.17,10.77,grapes
108.07,11.19,44.68,26.76,91.83,6.49,54.5,22.05,watermelon
102.16,22.46,52.25,28.62,90.47,6.87,68.7,22.5,watermelon
102.85,6.17,52.1,24.1,80.17,6.26,43.37,18.12,watermelon
113.13,45.2,15.65,20.93,92.64,6.49,82.72,1.27,cotton
91.39,16.71,48.75,26.9,100.0,6.07,33.04,13.82,muskmelon
11.69,128.65,191.73,18.73,99.47,5.49,101.23,11.82,apple
20.19,129.49,224.68,22.53,78.55,5.89,61.76,10.51,grapes
97.8,30.57,27.2,25.82,64.98,6.18,177.93,1.04,coffee
102.33,18.95,26.79,25.51,60.14,6.74,174.92,1.47,coffee
18.0,138.31,204.25,23.8,89.1,5.76,128.84,10.5,apple
15.49,17.84,39.27,23.01,84.71,6.48,98.44,8.44,pomegranate
24.49,56.0,17.44,29.37,92.95,7.24,46.54,0.34,mungbean
89.15,22.08,27.74,27.83,97.7,5.89,28.2,12.96,muskmelon
62.19,65.89,45.94,28.98,83.59,7.09,121.12,18.7,papaya
17.94,13.84,8.09,22.35,100.0,6.78,103.64,13.84,orange
105.37,72.0,61.47,23.28,76.58,5.87,113.25,37.88,banana
15.37,15.62,42.39,19.85,90.76,5.93,154.29,5.98,pomegranate
19.9,66.14,26.1,24.85,45.19,6.01,137.09,1.47,pigeonpeas
26.12,143.09,184.04,19.89,89.94,5.89,99.84,12.08,apple
27.53,13.1,16.45,19.99,97.42,6.78,92.58,11.77,orange
25.44,19.5,22.26,28.59,94.48,6.13,160.14,61.45,coconut
74.24,45.98,62.48,22.81,87.75,6.29,198.95,5.92,rice
17.43,21.51,43.95,20.96,81.16,7.3,144.92,9.08,pomegranate
18.93,70.04,23.45,27.53,52.29,5.68,125.26,1.52,pigeonpeas
37.06,69.3,13.18,28.28,60.7,6.83,37.35,0.9,blackgram
103.08,13.55,47.15,23.95,84.03,6.41,52.99,21.88,watermelon
57.32,62.15,49.03,35.78,87.2,6.63,139.97,15.05,papaya
21.33,21.19,32.88,24.82,86.79,6.32,91.95,12.05,pomegranate
89.87,68.72,22.9,21.98,65.97,6.09,75.08,5.2,maize
47.61,58.83,82.79,17.46,19.54,6.56,83.51,1.62,chickpea
48.93,68.86,21.49,28.32,65.98,7.26,60.32,0.69,blackgram
28.27,62.99,86.8,19.03,19.94,7.36,68.44,1.7,chickpea
91.34,27.46,25.68,21.91,57.09,6.83,189.71,1.78,coffee
21.68,16.08,37.84,25.37,88.77,6.62,110.13,5.23,pomegranate
99.83,15.67,47.35,27.16,85.2,6.73,48.79,23.25,watermelon
20.13,60.56,17.92,27.08,69.97,7.17,41.0,1.41,lentil
99.12,16.07,46.66,27.83,86.49,6.17,29.27,13.95,muskmelon
42.28,54.91,20.92,39.28,94.75,6.47,116.88,18.02,papaya
98.97,48.42,33.17,26.63,74.11,6.37,154.92,3.33,jute
28.15,56.28,19.68,28.35,58.27,7.02,76.58,0.78,blackgram
15.95,23.61,8.43,25.84,85.78,6.68,103.18,13.81,orange
17.6,72.57,17.41,26.82,59.85,5.27,111.96,1.44,pigeonpeas
19.08,27.1,18.89,29.94,82.84,6.72,41.44,0.87,mungbean
37.28,68.06,54.08,35.38,98.45,6.45,136.04,12.42,papaya
76.17,59.0,16.77,18.6,62.59,5.91,71.84,7.12,maize
63.78,30.23,40.58,25.99,76.39,6.53,156.0,2.07,jute
109.14,48.01,24.26,22.34,81.21,7.16,63.93,1.76,cotton
27.25,11.51,7.82,20.46,100.0,7.6,125.03,16.35,orange
25.04,63.89,80.52,18.9,15.47,7.21,47.68,1.6,chickpea
15.18,80.03,18.58,23.18,22.04,5.66,97.21,1.4,kidneybeans
24.6,139.21,189.89,22.86,88.48,5.96,94.59,13.03,apple
40.58,63.71,78.29,17.92,11.81,7.65,85.62,1.93,chickpea
80.13,13.51,37.83,28.77,92.0,6.39,24.16,10.82,muskmelon
92.4,76.32,51.04,24.87,82.11,6.15,115.69,21.16,banana
99.18,17.15,40.38,25.02,80.87,6.51,50.78,32.72,watermelon
103.91,37.62,14.98,25.01,79.17,6.85,82.19,1.98,cotton
112.07,84.15,42.8,26.17,81.43,5.84,123.78,22.35,banana
26.43,128.02,162.61,24.32,76.42,5.79,80.32,11.13,grapes
77.61,37.74,37.39,24.51,84.5,6.21,202.98,5.1,rice
123.77,51.76,21.68,26.05,74.48,7.18,69.57,1.52,cotton
82.42,79.99,42.22,27.16,87.17,5.38,89.0,27.24,banana
26.25,56.34,18.25,18.45,21.14,6.07,96.05,0.78,kidneybeans
43.63,59.14,79.47,18.89,15.97,7.25,70.56,1.74,chickpea
15.52,55.5,31.69,26.28,88.67,6.48,59.41,0.55,mungbean
26.96,47.89,26.59,25.28,83.78,6.61,47.85,0.82,mungbean
7.96,14.92,37.7,22.16,91.09,6.35,109.76,6.53,pomegranate
49.1,70.2,20.55,26.75,59.22,7.2,48.54,0.62,blackgram
48.65,56.5,83.98,20.66,18.16,7.53,115.18,2.11,chickpea
17.27,19.12,38.63,22.17,91.41,6.95,79.39,7.82,pomegranate
21.46,28.07,32.45,31.17,50.0,6.56,125.32,4.69,mango
17.52,65.54,15.05,19.93,17.57,5.37,108.88,1.56,kidneybeans
37.21,66.4,17.16,30.61,70.6,7.18,63.91,0.69,blackgram
15.48,80.1,15.1,25.47,62.2,6.76,56.3,1.22,lentil
26.5,23.53,39.17,24.04,88.45,5.6,152.4,58.23,coconut
81.23,45.98,18.54,16.31,69.42,6.18,67.29,8.69,maize
58.97,29.78,43.72,29.48,64.97,7.05,81.23,3.15,wheat
98.54,13.14,50.19,30.77,97.18,6.56,29.37,13.92,muskmelon
19.16,44.39,21.95,27.69,84.4,6.17,39.6,0.9,mungbean
111.75,9.48,47.38,27.92,92.08,6.35,29.88,14.89,muskmelon
104.89,72.56,49.77,27.79,80.17,6.3,120.48,29.96,banana
14.99,17.55,37.28,23.53,91.31,6.16,100.58,9.68,pomegranate
104.79,17.62,55.5,24.85,87.53,6.78,5.32,14.58,muskmelon
21.99,17.92,27.27,28.56,96.33,5.91,153.44,50.18,coconut
110.07,29.4,30.46,24.28,56.84,6.51,179.15,0.98,coffee
91.63,45.08,34.15,23.92,83.0,6.32,202.09,4.19,rice
17.24,38.22,31.46,31.73,80.19,7.17,45.01,0.83,mungbean
87.82,20.29,63.45,27.0,80.91,6.54,44.49,21.92,watermelon
25.07,132.55,209.86,23.63,87.3,6.37,54.73,9.29,grapes
75.15,42.22,39.56,23.79,76.24,6.89,186.37,2.78,jute
22.59,114.95,187.48,23.67,79.28,5.89,68.88,12.86,grapes
115.19,57.99,23.66,24.14,70.85,7.0,90.47,0.97,cotton
89.01,63.67,13.85,22.49,62.67,6.17,109.67,4.0,maize
129.85,60.54,25.98,25.72,73.98,6.78,83.15,1.61,cotton
23.54,46.54,13.02,26.58,51.69,6.32,44.61,1.03,mothbeans
24.8,30.96,29.14,30.56,61.75,6.48,76.56,6.62,mango
113.4,22.84,27.37,25.86,63.8,6.76,155.94,1.71,coffee
106.03,59.38,15.89,22.11,86.39,7.2,99.11,1.51,cotton
17.17,37.98,21.55,25.45,50.93,6.5,57.5,1.26,mothbeans
93.93,22.34,39.13,27.82,96.83,6.08,27.48,16.63,muskmelon
14.03,17.83,35.09,27.11,49.11,6.43,82.7,5.51,mango
49.91,65.36,49.13,31.4,94.32,6.68,187.14,24.93,papaya
15.97,75.61,9.15,24.61,44.21,5.29,117.33,1.32,pigeonpeas
62.83,32.07,40.42,21.63,72.57,6.99,64.64,4.13,wheat
50.32,68.06,48.65,33.45,91.53,6.94,128.31,11.21,papaya
14.67,61.56,15.02,24.38,64.2,6.73,50.28,1.64,lentil
134.35,44.43,12.66,22.66,74.31,7.01,66.56,1.88,cotton
16.58,24.59,40.34,21.25,100.0,5.98,125.93,10.5,pomegranate
21.29,65.07,20.04,19.35,19.51,5.76,90.1,1.2,kidneybeans
28.27,51.98,21.2,28.97,81.01,7.19,68.91,0.88,mungbean
77.55,38.97,34.88,21.37,81.61,6.6,208.3,5.16,rice
14.28,73.56,19.68,20.15,20.22,5.65,122.88,1.47,kidneybeans
81.42,77.94,32.99,27.06,81.36,6.38,107.41,35.22,banana
9.73,67.72,16.79,24.02,69.73,6.73,27.27,1.71,lentil
18.38,28.19,30.52,31.07,46.25,6.11,95.04,4.85,mango
109.45,16.68,52.28,27.39,96.49,6.12,23.92,17.36,muskmelon
16.13,40.03,23.62,28.9,85.21,6.42,49.92,0.49,mungbean
31.55,127.75,220.6,22.7,88.69,6.14,124.31,10.07,apple
86.84,43.33,48.55,21.88,64.14,7.07,89.78,2.41,wheat
89.09,45.16,35.41,27.69,76.73,6.89,173.54,1.58,jute
96.63,21.11,46.86,27.06,87.11,6.2,56.23,33.19,watermelon
54.47,65.26,72.22,16.7,13.73,6.96,79.44,1.38,chickpea
24.85,20.71,33.18,37.97,55.31,6.62,99.37,7.66,mango
14.0,48.47,24.29,18.34,13.94,5.74,116.9,1.46,kidneybeans
82.22,44.27,52.07,21.87,68.91,6.48,192.76,1.97,jute
22.79,112.71,171.23,23.64,89.27,5.6,138.42,10.66,apple
21.89,12.82,34.06,22.16,89.68,6.26,130.31,8.28,pomegranate
